,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,movieId
2814,Action,Crime,Drama,Thriller,,,,,,,3761
2815,Action,Crime,Thriller,,,,,,,,3763
2816,Action,Crime,Thriller,,,,,,,,3764
2817,Crime,Drama,Romance,,,,,,,,3765
2818,Action,War,,,,,,,,,3766
2819,Action,War,,,,,,,,,3767
2820,Action,War,,,,,,,,,3768
2821,Action,,,,,,,,,,3769
2822,Horror,Sci-Fi,Thriller,,,,,,,,3770
2823,Action,Adventure,Fantasy,,,,,,,,3771
2824,Comedy,,,,,,,,,,3773
2825,Comedy,Drama,Romance,,,,,,,,3774
2826,Crime,Drama,,,,,,,,,3783
2827,Comedy,Fantasy,,,,,,,,,3784
2828,Comedy,Horror,,,,,,,,,3785
2829,Comedy,,,,,,,,,,3786
2830,Comedy,,,,,,,,,,3787
2831,Drama,Mystery,,,,,,,,,3788
2832,Drama,,,,,,,,,,3789
2833,Drama,,,,,,,,,,3790
2834,Drama,,,,,,,,,,3791
2835,Drama,Romance,Western,,,,,,,,3792
2836,Action,Adventure,Sci-Fi,,,,,,,,3793
2837,Comedy,Drama,,,,,,,,,3794
2838,Drama,,,,,,,,,,3795
2839,Thriller,,,,,,,,,,3797
2840,Drama,Horror,Mystery,,,,,,,,3798
2841,Animation,Children,,,,,,,,,3799
2842,Drama,Mystery,,,,,,,,,3801
2843,Action,Sci-Fi,,,,,,,,,3802
2844,Western,,,,,,,,,,3806
2845,Adventure,Fantasy,,,,,,,,,3807
2846,Drama,War,,,,,,,,,3808
2847,Comedy,,,,,,,,,,3809
2848,Drama,Thriller,,,,,,,,,3810
2849,Drama,War,,,,,,,,,3811
2850,Comedy,,,,,,,,,,3812
2851,Drama,,,,,,,,,,3813
2852,Comedy,,,,,,,,,,3814
2853,Drama,,,,,,,,,,3816
2854,Comedy,,,,,,,,,,3819
2855,Comedy,,,,,,,,,,3821
2856,Drama,Romance,,,,,,,,,3822
2857,Drama,,,,,,,,,,3823
2858,Drama,Romance,,,,,,,,,3824
2859,Comedy,Drama,Romance,,,,,,,,3825
2860,Horror,Sci-Fi,Thriller,,,,,,,,3826
2861,Action,Adventure,Comedy,Sci-Fi,,,,,,,3827
2862,Comedy,Horror,Thriller,,,,,,,,3830
2863,Comedy,,,,,,,,,,3831
2864,Horror,,,,,,,,,,3832
2865,Horror,Sci-Fi,,,,,,,,,3833
2866,Adventure,Drama,Romance,,,,,,,,3834
2867,Thriller,,,,,,,,,,3835
2868,Action,Comedy,War,,,,,,,,3836
2869,Action,Fantasy,Horror,Sci-Fi,Thriller,,,,,,3837
2870,Horror,,,,,,,,,,3838
2871,Horror,,,,,,,,,,3839
2872,Horror,,,,,,,,,,3840
2873,Action,Comedy,,,,,,,,,3841
2874,Horror,,,,,,,,,,3843
2875,Drama,,,,,,,,,,3844
2876,Drama,,,,,,,,,,3845
2877,Comedy,,,,,,,,,,3846
2878,Horror,,,,,,,,,,3847
2879,Horror,Mystery,Thriller,,,,,,,,3849
2880,Comedy,,,,,,,,,,3851
2881,Comedy,,,,,,,,,,3852
2882,Drama,Romance,,,,,,,,,3855
2883,Thriller,,,,,,,,,,3857
2884,Comedy,,,,,,,,,,3858
2885,Documentary,,,,,,,,,,3859
2886,Comedy,,,,,,,,,,3861
2887,Comedy,,,,,,,,,,3862
2888,Drama,Horror,Thriller,,,,,,,,3863
2889,Action,Adventure,Sci-Fi,,,,,,,,3864
2890,Comedy,Documentary,,,,,,,,,3865
2891,Action,Comedy,Crime,Romance,,,,,,,3868
2892,Comedy,,,,,,,,,,3869
2893,Drama,,,,,,,,,,3870
2894,Drama,Western,,,,,,,,,3871
2895,Drama,,,,,,,,,,3872
2896,Comedy,Western,,,,,,,,,3873
2897,Action,Adventure,Fantasy,,,,,,,,3877
2898,Action,Thriller,,,,,,,,,3879
2899,Comedy,,,,,,,,,,3882
2900,Comedy,,,,,,,,,,3884
2901,Drama,Romance,,,,,,,,,3888
2902,Action,Adventure,Fantasy,,,,,,,,3889
2903,Comedy,Crime,Drama,Romance,Thriller,,,,,,3893
2904,Drama,,,,,,,,,,3894
2905,Crime,Thriller,,,,,,,,,3895
2906,Crime,Thriller,,,,,,,,,3896
2907,Drama,,,,,,,,,,3897
2908,Action,Comedy,,,,,,,,,3898
2909,Crime,Drama,Thriller,,,,,,,,3899
2910,Comedy,Drama,,,,,,,,,3900
2911,Comedy,Drama,,,,,,,,,3901
2912,Crime,Thriller,,,,,,,,,3906
2913,Horror,,,,,,,,,,3908
2914,Comedy,Romance,,,,,,,,,3909
2915,Drama,Musical,,,,,,,,,3910
2916,Comedy,,,,,,,,,,3911
2917,Comedy,Drama,,,,,,,,,3912
2918,Drama,,,,,,,,,,3914
2919,Drama,,,,,,,,,,3915
2920,Drama,,,,,,,,,,3916
2921,Horror,,,,,,,,,,3917
2922,Horror,,,,,,,,,,3918
2923,Horror,,,,,,,,,,3919
2924,Drama,Fantasy,Mystery,Romance,,,,,,,3920
2925,Comedy,,,,,,,,,,3922
2926,Comedy,Drama,,,,,,,,,3925
2927,Adventure,Sci-Fi,,,,,,,,,3926
2928,Adventure,Sci-Fi,,,,,,,,,3927
2929,Comedy,Horror,,,,,,,,,3928
2930,Comedy,,,,,,,,,,3929
2931,Adventure,Horror,Sci-Fi,,,,,,,,3930
2932,Horror,Sci-Fi,,,,,,,,,3932
2933,Horror,Sci-Fi,,,,,,,,,3933
2934,Sci-Fi,Thriller,,,,,,,,,3937
2935,Horror,,,,,,,,,,3938
2936,Horror,,,,,,,,,,3939
2937,Horror,,,,,,,,,,3940
2938,Horror,,,,,,,,,,3941
2939,Horror,,,,,,,,,,3942
2940,Comedy,,,,,,,,,,3943
2941,Adventure,Animation,Children,,,,,,,,3945
2942,Action,Drama,Thriller,,,,,,,,3946
2943,Action,Crime,Drama,Thriller,,,,,,,3947
2944,Comedy,,,,,,,,,,3948
2945,Drama,,,,,,,,,,3949
2946,Drama,,,,,,,,,,3950
2947,Drama,,,,,,,,,,3951
2948,Drama,Thriller,,,,,,,,,3952
2949,Comedy,Romance,,,,,,,,,3953
2950,Comedy,,,,,,,,,,3955
2951,Action,Drama,,,,,,,,,3957
2952,Drama,,,,,,,,,,3958
2953,Action,Adventure,Sci-Fi,,,,,,,,3959
2954,Comedy,Horror,,,,,,,,,3962
2955,Musical,,,,,,,,,,3963
2956,Animation,Children,,,,,,,,,3964
2957,Drama,Film-Noir,,,,,,,,,3965
2958,Crime,Film-Noir,,,,,,,,,3966
2959,Drama,,,,,,,,,,3967
2960,Comedy,,,,,,,,,,3968
2961,Drama,,,,,,,,,,3969
2962,Comedy,Mystery,,,,,,,,,3971
2963,Action,Comedy,,,,,,,,,3972
2964,Crime,Horror,Mystery,Thriller,,,,,,,3973
2965,Adventure,Children,,,,,,,,,3974
2966,Action,Comedy,,,,,,,,,3977
2967,Drama,Romance,,,,,,,,,3978
2968,Comedy,,,,,,,,,,3979
2969,Drama,,,,,,,,,,3980
2970,Action,Sci-Fi,Thriller,,,,,,,,3981
2971,Drama,Romance,,,,,,,,,3983
2972,Action,Adventure,Thriller,,,,,,,,3984
2973,Drama,War,,,,,,,,,3985
2974,Action,Sci-Fi,Thriller,,,,,,,,3986
2975,Drama,Romance,,,,,,,,,3987
2976,Children,Comedy,Fantasy,,,,,,,,3988
2977,Documentary,,,,,,,,,,3989
2978,Animation,Children,Comedy,,,,,,,,3990
2979,Children,Comedy,,,,,,,,,3991
2980,Drama,Romance,War,,,,,,,,3992
2981,Drama,Romance,,,,,,,,,3993
2982,Drama,Sci-Fi,,,,,,,,,3994
2983,Action,Drama,Romance,,,,,,,,3996
2984,Action,Adventure,Comedy,Fantasy,,,,,,,3997
2985,Drama,,,,,,,,,,3998
2986,Action,Adventure,,,,,,,,,3999
2987,Adventure,Drama,,,,,,,,,4000
2988,Comedy,,,,,,,,,,4002
2989,Comedy,,,,,,,,,,4003
2990,Action,Adventure,Thriller,,,,,,,,4005
2991,Adventure,Animation,Children,Sci-Fi,,,,,,,4006
2992,Drama,,,,,,,,,,4007
2993,Drama,War,,,,,,,,,4008
2994,Drama,,,,,,,,,,4009
2995,Comedy,,,,,,,,,,4010
2996,Comedy,Crime,Thriller,,,,,,,,4011
2997,Comedy,Drama,,,,,,,,,4012
2998,Drama,Romance,,,,,,,,,4014
2999,Comedy,Sci-Fi,,,,,,,,,4015
3000,Adventure,Animation,Children,Comedy,Fantasy,,,,,,4016
3001,Drama,,,,,,,,,,4017
3002,Comedy,Romance,,,,,,,,,4018
3003,Drama,,,,,,,,,,4019
3004,Thriller,,,,,,,,,,4020
3005,Drama,,,,,,,,,,4021
3006,Drama,,,,,,,,,,4022
3007,Comedy,Drama,Romance,,,,,,,,4023
3008,Romance,,,,,,,,,,4024
3009,Comedy,Crime,,,,,,,,,4025
3010,Adventure,Comedy,Crime,,,,,,,,4027
3011,Comedy,Drama,,,,,,,,,4029
3012,Horror,,,,,,,,,,4030
3013,Drama,Romance,Western,,,,,,,,4031
3014,Comedy,,,,,,,,,,4032
3015,Drama,Thriller,War,,,,,,,,4033
3016,Crime,Drama,Thriller,,,,,,,,4034
3017,Romance,Western,,,,,,,,,4035
3018,Drama,Horror,,,,,,,,,4036
3019,Crime,Film-Noir,Mystery,Thriller,,,,,,,4037
3020,Children,Musical,,,,,,,,,4039
3021,Comedy,,,,,,,,,,4040
3022,Drama,Romance,,,,,,,,,4041
3023,Action,Drama,War,Western,,,,,,,4042
3024,Crime,Drama,,,,,,,,,4043
3025,Drama,,,,,,,,,,4046
3026,Drama,War,,,,,,,,,4047
3027,Horror,Sci-Fi,,,,,,,,,4051
3028,Crime,Drama,Thriller,,,,,,,,4052
3029,Action,Comedy,,,,,,,,,4053
3030,Drama,Romance,,,,,,,,,4054
3031,Drama,,,,,,,,,,4055
3032,Crime,Drama,Mystery,Thriller,,,,,,,4056
3033,Drama,Romance,,,,,,,,,4061
3034,Comedy,Drama,Romance,,,,,,,,4062
3035,Comedy,Drama,Romance,,,,,,,,4063
3036,Action,Crime,Thriller,,,,,,,,4064
3037,Action,Crime,Drama,,,,,,,,4065
3038,Action,Comedy,,,,,,,,,4066
3039,Drama,Romance,,,,,,,,,4067
3040,Comedy,,,,,,,,,,4068
3041,Comedy,Romance,,,,,,,,,4069
3042,Drama,,,,,,,,,,4074
3043,Drama,Thriller,,,,,,,,,4077
3044,Drama,,,,,,,,,,4078
3045,Comedy,Sci-Fi,,,,,,,,,4079
3046,Comedy,,,,,,,,,,4080
3047,Comedy,,,,,,,,,,4081
3048,Comedy,Drama,Romance,,,,,,,,4082
3049,Thriller,,,,,,,,,,4083
3050,Action,Comedy,Crime,Thriller,,,,,,,4084
3051,Action,Comedy,Crime,Drama,,,,,,,4085
3052,Action,Crime,Mystery,Romance,Thriller,,,,,,4086
3053,Comedy,,,,,,,,,,4089
3054,Animation,Children,,,,,,,,,4090
3055,Comedy,Romance,,,,,,,,,4091
3056,Romance,Sci-Fi,,,,,,,,,4092
3057,Thriller,,,,,,,,,,4093
3058,Comedy,Documentary,,,,,,,,,4102
3059,Action,Adventure,Drama,War,,,,,,,4103
3060,Comedy,,,,,,,,,,4104
3061,Fantasy,Horror,Thriller,,,,,,,,4105
3062,Drama,Thriller,,,,,,,,,4109
3063,Thriller,,,,,,,,,,4110
3064,Drama,War,,,,,,,,,4111
3065,Drama,,,,,,,,,,4113
3066,Comedy,,,,,,,,,,4115
3067,Comedy,,,,,,,,,,4116
3068,Drama,,,,,,,,,,4117
3069,Action,Adventure,Comedy,Sci-Fi,,,,,,,4121
3070,Comedy,,,,,,,,,,4123
3071,Horror,Thriller,,,,,,,,,4124
3072,Comedy,Sci-Fi,,,,,,,,,4125
3073,Drama,,,,,,,,,,4126
3074,Comedy,,,,,,,,,,4127
3075,Comedy,Horror,Thriller,,,,,,,,4128
3076,Fantasy,Romance,,,,,,,,,4129
3077,Comedy,Fantasy,,,,,,,,,4130
3078,Comedy,Romance,Sci-Fi,,,,,,,,4131
3079,Comedy,Romance,,,,,,,,,4132
3080,Action,Adventure,Fantasy,Sci-Fi,,,,,,,4133
3081,Adventure,Comedy,Horror,,,,,,,,4135
3082,Comedy,Horror,,,,,,,,,4138
3083,Crime,Drama,,,,,,,,,4139
3084,Comedy,Romance,,,,,,,,,4141
3085,Action,Adventure,Drama,Thriller,,,,,,,4142
3086,Horror,Mystery,,,,,,,,,4143
3087,Drama,Romance,,,,,,,,,4144
3088,Drama,Mystery,Romance,,,,,,,,4146
3089,Comedy,Drama,Romance,,,,,,,,4147
3090,Horror,Thriller,,,,,,,,,4148
3091,Comedy,Romance,,,,,,,,,4149
3092,Drama,,,,,,,,,,4152
3093,Comedy,Fantasy,Romance,,,,,,,,4153
3094,Animation,Children,,,,,,,,,4154
3095,Drama,Romance,,,,,,,,,4155
3096,Comedy,,,,,,,,,,4156
3097,Comedy,Drama,Fantasy,Romance,,,,,,,4157
3098,Animation,Comedy,Fantasy,,,,,,,,4158
3099,Action,Thriller,,,,,,,,,4159
3100,Drama,Romance,,,,,,,,,4160
3101,Action,Comedy,,,,,,,,,4161
3102,Drama,,,,,,,,,,4164
3103,Action,Drama,,,,,,,,,4166
3104,Thriller,,,,,,,,,,4167
3105,Comedy,Romance,,,,,,,,,4168
3106,Documentary,,,,,,,,,,4171
3107,Drama,,,,,,,,,,4174
3108,Comedy,Drama,,,,,,,,,4175
3109,Drama,,,,,,,,,,4178
3110,Action,Drama,,,,,,,,,4180
3111,Comedy,,,,,,,,,,4181
3112,Comedy,Drama,Romance,,,,,,,,4184
3113,Drama,,,,,,,,,,4187
3114,Drama,,,,,,,,,,4189
3115,Drama,,,,,,,,,,4190
3116,Comedy,Drama,Romance,,,,,,,,4191
3117,Musical,,,,,,,,,,4193
3118,Drama,Romance,War,,,,,,,,4194
3119,Horror,Mystery,,,,,,,,,4195
3120,Comedy,,,,,,,,,,4197
3121,Sci-Fi,,,,,,,,,,4198
3122,Action,,,,,,,,,,4200
3123,Drama,,,,,,,,,,4202
3124,Action,Crime,Drama,,,,,,,,4203
3125,Comedy,,,,,,,,,,4204
3126,Comedy,Drama,Romance,,,,,,,,4205
3127,Action,Adventure,War,,,,,,,,4207
3128,Action,Crime,Drama,Horror,Thriller,,,,,,4210
3129,Drama,,,,,,,,,,4211
3130,Crime,Mystery,,,,,,,,,4212
3131,Comedy,,,,,,,,,,4214
3132,Comedy,,,,,,,,,,4215
3133,Documentary,,,,,,,,,,4217
3134,Crime,Drama,,,,,,,,,4218
3135,Comedy,,,,,,,,,,4219
3136,Comedy,,,,,,,,,,4220
3137,Comedy,,,,,,,,,,4221
3138,Drama,War,,,,,,,,,4223
3139,Action,Thriller,,,,,,,,,4224
3140,Comedy,,,,,,,,,,4225
3141,Mystery,Thriller,,,,,,,,,4226
3142,Comedy,Crime,Romance,,,,,,,,4228
3143,Comedy,Romance,,,,,,,,,4229
3144,Comedy,Romance,,,,,,,,,4231
3145,Action,Adventure,Children,Comedy,,,,,,,4232
3146,Comedy,,,,,,,,,,4233
3147,Drama,Thriller,,,,,,,,,4234
3148,Drama,Thriller,,,,,,,,,4235
3149,Documentary,,,,,,,,,,4236
3150,Documentary,,,,,,,,,,4237
3151,Action,Crime,Mystery,Thriller,,,,,,,4238
3152,Crime,Drama,,,,,,,,,4239
3153,Comedy,Fantasy,,,,,,,,,4240
3154,Animation,Children,,,,,,,,,4241
3155,Comedy,Crime,Drama,Thriller,,,,,,,4242
3156,Crime,Drama,Mystery,,,,,,,,4243
3157,Comedy,Drama,Romance,,,,,,,,4246
3158,Adventure,Comedy,Mystery,Romance,,,,,,,4247
3159,Comedy,,,,,,,,,,4248
3160,Drama,Thriller,,,,,,,,,4251
3161,Drama,,,,,,,,,,4252
3162,Comedy,Drama,,,,,,,,,4254
3163,Comedy,,,,,,,,,,4255
3164,Drama,,,,,,,,,,4256
3165,Drama,Romance,,,,,,,,,4259
3166,Drama,,,,,,,,,,4260
3167,Action,Crime,Drama,,,,,,,,4262
3168,Drama,,,,,,,,,,4263
3169,Action,Thriller,,,,,,,,,4265
3170,Comedy,,,,,,,,,,4267
3171,Comedy,,,,,,,,,,4268
3172,Action,Adventure,Comedy,Thriller,,,,,,,4270
3173,Drama,,,,,,,,,,4273
3174,Action,Adventure,Fantasy,Sci-Fi,,,,,,,4275
3175,Comedy,,,,,,,,,,4276
3176,Documentary,,,,,,,,,,4278
3177,Comedy,Drama,Romance,,,,,,,,4280
3178,Drama,Fantasy,,,,,,,,,4282
3179,Comedy,,,,,,,,,,4284
3180,Comedy,Romance,,,,,,,,,4285
3181,Comedy,Drama,,,,,,,,,4289
3182,Comedy,Drama,Musical,,,,,,,,4290
3183,Comedy,Crime,,,,,,,,,4291
3184,Drama,,,,,,,,,,4292
3185,Comedy,,,,,,,,,,4293
3186,Children,Fantasy,Musical,,,,,,,,4294
3187,Drama,Romance,,,,,,,,,4296
3188,Drama,,,,,,,,,,4297
3189,Crime,Film-Noir,Thriller,,,,,,,,4298
3190,Action,Comedy,Romance,,,,,,,,4299
3191,Drama,,,,,,,,,,4300
3192,Documentary,,,,,,,,,,4304
3193,Romance,Thriller,,,,,,,,,4305
3194,Adventure,Animation,Children,Comedy,Fantasy,Romance,,,,,4306
3195,Comedy,Romance,,,,,,,,,4307
3196,Drama,Musical,Romance,,,,,,,,4308
3197,Action,Drama,Romance,War,,,,,,,4310
3198,Adventure,Drama,,,,,,,,,4312
3199,Drama,,,,,,,,,,4313
3200,Drama,,,,,,,,,,4316
3201,Comedy,Romance,,,,,,,,,4317
3202,Comedy,Western,,,,,,,,,4321
3203,Drama,,,,,,,,,,4322
3204,Adventure,War,Western,,,,,,,,4323
3205,Drama,,,,,,,,,,4325
3206,Crime,Drama,Thriller,,,,,,,,4326
3207,Adventure,Western,,,,,,,,,4327
3208,Western,,,,,,,,,,4329
3209,Comedy,Crime,,,,,,,,,4333
3210,Drama,,,,,,,,,,4334
3211,Drama,Romance,War,,,,,,,,4337
3212,Drama,War,,,,,,,,,4338
3213,Action,Adventure,Drama,War,,,,,,,4339
3214,Comedy,,,,,,,,,,4340
3215,Drama,Romance,,,,,,,,,4342
3216,Comedy,Sci-Fi,,,,,,,,,4343
3217,Action,Crime,Drama,,,,,,,,4344
3218,Drama,,,,,,,,,,4345
3219,Comedy,Drama,,,,,,,,,4347
3220,Comedy,War,,,,,,,,,4349
3221,Comedy,Documentary,,,,,,,,,4350
3222,Action,Crime,Thriller,,,,,,,,4351
3223,Action,War,,,,,,,,,4353
3224,Crime,Thriller,,,,,,,,,4354
3225,Action,Drama,,,,,,,,,4355
3226,Comedy,Musical,Romance,,,,,,,,4356
3227,Comedy,Drama,Romance,,,,,,,,4357
3228,Comedy,,,,,,,,,,4359
3229,Comedy,Romance,,,,,,,,,4361
3230,Adventure,Animation,Children,Fantasy,,,,,,,4366
3231,Action,Adventure,,,,,,,,,4367
3232,Comedy,,,,,,,,,,4368
3233,Action,Crime,Thriller,,,,,,,,4369
3234,Adventure,Drama,Sci-Fi,,,,,,,,4370
3235,Crime,Drama,,,,,,,,,4371
3236,Drama,Romance,,,,,,,,,4372
3237,Comedy,,,,,,,,,,4373
3238,Comedy,Romance,,,,,,,,,4374
3239,Crime,Drama,,,,,,,,,4378
3240,Drama,Romance,,,,,,,,,4380
3241,Comedy,,,,,,,,,,4381
3242,Crime,Drama,Mystery,Thriller,,,,,,,4383
3243,Drama,,,,,,,,,,4384
3244,Children,Comedy,,,,,,,,,4386
3245,Action,,,,,,,,,,4387
3246,Comedy,,,,,,,,,,4388
3247,Drama,,,,,,,,,,4389
3248,Crime,Drama,Thriller,,,,,,,,4390
3249,Comedy,Drama,Fantasy,Romance,,,,,,,4392
3250,Drama,,,,,,,,,,4393
3251,Comedy,Musical,,,,,,,,,4394
3252,Comedy,Crime,,,,,,,,,4395
3253,Action,Comedy,,,,,,,,,4396
3254,Action,Comedy,,,,,,,,,4397
3255,Comedy,Drama,,,,,,,,,4399
3256,Comedy,,,,,,,,,,4402
3257,Horror,,,,,,,,,,4403
3258,Drama,Fantasy,Horror,,,,,,,,4404
3259,Crime,Drama,Western,,,,,,,,4406
3260,Drama,Thriller,War,,,,,,,,4407
3261,Drama,,,,,,,,,,4408
3262,Comedy,Drama,Mystery,Thriller,,,,,,,4409
3263,Comedy,Crime,Drama,,,,,,,,4410
3264,Comedy,Horror,Sci-Fi,,,,,,,,4412
3265,Drama,Romance,,,,,,,,,4419
3266,Drama,,,,,,,,,,4420
3267,Drama,,,,,,,,,,4422
3268,Drama,,,,,,,,,,4424
3269,Film-Noir,,,,,,,,,,4426
3270,Drama,,,,,,,,,,4427
3271,Comedy,Drama,Romance,Western,,,,,,,4428
3272,Drama,,,,,,,,,,4429
3273,Drama,Film-Noir,,,,,,,,,4432
3274,Drama,,,,,,,,,,4433
3275,Action,Comedy,Sci-Fi,Thriller,,,,,,,4434
3276,Mystery,Thriller,,,,,,,,,4436
3277,Horror,,,,,,,,,,4437
3278,Action,Drama,Romance,Thriller,,,,,,,4438
3279,Drama,,,,,,,,,,4439
3280,Action,Thriller,,,,,,,,,4440
3281,Action,,,,,,,,,,4441
3282,Action,Comedy,Drama,,,,,,,,4442
3283,Action,Sci-Fi,Thriller,,,,,,,,4443
3284,Action,Crime,,,,,,,,,4444
3285,Adventure,Documentary,IMAX,,,,,,,,4445
3286,Adventure,Animation,Fantasy,Sci-Fi,,,,,,,4446
3287,Comedy,Romance,,,,,,,,,4447
3288,Action,Drama,,,,,,,,,4448
3289,Drama,,,,,,,,,,4449
3290,Crime,Drama,Thriller,,,,,,,,4450
3291,Comedy,Drama,Romance,,,,,,,,4451
3292,Comedy,,,,,,,,,,4452
3293,Documentary,IMAX,,,,,,,,,4453
3294,Animation,Drama,Sci-Fi,IMAX,,,,,,,4454
3295,Documentary,IMAX,,,,,,,,,4458
3296,Documentary,IMAX,,,,,,,,,4459
3297,Comedy,Fantasy,,,,,,,,,4462
3298,Drama,War,,,,,,,,,4463
3299,Comedy,Drama,Romance,,,,,,,,4464
3300,Drama,,,,,,,,,,4465
3301,Action,Crime,Drama,,,,,,,,4466
3302,Adventure,Comedy,Fantasy,,,,,,,,4467
3303,Drama,,,,,,,,,,4470
3304,Comedy,Romance,,,,,,,,,4471
3305,Drama,War,,,,,,,,,4473
3306,Comedy,Drama,Musical,,,,,,,,4474
3307,Drama,War,,,,,,,,,4475
3308,Comedy,,,,,,,,,,4476
3309,Adventure,Children,Comedy,,,,,,,,4477
3310,Comedy,Drama,,,,,,,,,4478
3311,Horror,Sci-Fi,,,,,,,,,4480
3312,Drama,,,,,,,,,,4482
3313,Comedy,,,,,,,,,,4483
3314,Drama,,,,,,,,,,4484
3315,Drama,Romance,,,,,,,,,4487
3316,Action,Crime,Drama,,,,,,,,4488
3317,Comedy,Romance,,,,,,,,,4489
3318,Comedy,,,,,,,,,,4490
3319,Comedy,Sci-Fi,,,,,,,,,4492
3320,Comedy,Romance,,,,,,,,,4495
3321,Film-Noir,Mystery,Thriller,,,,,,,,4496
3322,Action,Comedy,Horror,Sci-Fi,,,,,,,4497
3323,Action,Crime,Thriller,,,,,,,,4498
3324,Comedy,,,,,,,,,,4499
3325,Comedy,Drama,,,,,,,,,4500
3326,Children,Comedy,,,,,,,,,4502
3327,Comedy,,,,,,,,,,4504
3328,Drama,Romance,,,,,,,,,4505
3329,Crime,Mystery,Thriller,,,,,,,,4506
3330,Drama,,,,,,,,,,4508
3331,Comedy,,,,,,,,,,4509
3332,Comedy,,,,,,,,,,4511
3333,Comedy,,,,,,,,,,4516
3334,Horror,Mystery,Thriller,,,,,,,,4517
3335,Comedy,Horror,,,,,,,,,4518
3336,Adventure,Animation,Children,Fantasy,,,,,,,4519
3337,Comedy,,,,,,,,,,4520
3338,Drama,,,,,,,,,,4521
3339,Mystery,Romance,Thriller,,,,,,,,4522
3340,Comedy,Drama,Fantasy,,,,,,,,4523
3341,Comedy,,,,,,,,,,4524
3342,Comedy,Romance,Sci-Fi,,,,,,,,4526
3343,Comedy,Romance,,,,,,,,,4527
3344,Comedy,Drama,,,,,,,,,4529
3345,Action,,,,,,,,,,4531
3346,Comedy,Horror,Sci-Fi,,,,,,,,4533
3347,Adventure,Drama,Western,,,,,,,,4534
3348,Drama,Romance,Western,,,,,,,,4535
3349,Drama,,,,,,,,,,4537
3350,Horror,,,,,,,,,,4541
3351,Comedy,Sci-Fi,,,,,,,,,4544
3352,Comedy,Sci-Fi,,,,,,,,,4545
3353,Drama,Thriller,,,,,,,,,4546
3354,Action,Horror,Sci-Fi,Thriller,,,,,,,4552
3355,Action,Sci-Fi,Thriller,,,,,,,,4553
3356,Drama,,,,,,,,,,4557
3357,Comedy,,,,,,,,,,4558
3358,Comedy,Mystery,,,,,,,,,4562
3359,Comedy,,,,,,,,,,4563
3360,Drama,Fantasy,Romance,,,,,,,,4564
3361,Action,Adventure,,,,,,,,,4565
3362,Action,,,,,,,,,,4568
3363,Adventure,Comedy,Sci-Fi,,,,,,,,4571
3364,Action,Crime,Drama,,,,,,,,4572
3365,Comedy,Drama,,,,,,,,,4573
3366,Action,Thriller,,,,,,,,,4574
3367,Drama,War,,,,,,,,,4577
3368,Comedy,Romance,,,,,,,,,4578
3369,Action,Sci-Fi,,,,,,,,,4580
3370,Drama,,,,,,,,,,4581
3371,Action,Comedy,,,,,,,,,4583
3372,Comedy,Drama,Romance,,,,,,,,4584
3373,Comedy,,,,,,,,,,4585
3374,Comedy,Musical,Sci-Fi,,,,,,,,4587
3375,Drama,Musical,Mystery,,,,,,,,4589
3376,Adventure,Comedy,Fantasy,,,,,,,,4591
3377,Comedy,,,,,,,,,,4593
3378,Action,War,,,,,,,,,4594
3379,Drama,,,,,,,,,,4595
3380,Action,Drama,Mystery,,,,,,,,4597
3381,Drama,,,,,,,,,,4599
3382,Comedy,Drama,,,,,,,,,4600
3383,Comedy,Crime,Romance,,,,,,,,4602
3384,Comedy,Romance,,,,,,,,,4603
3385,Comedy,Fantasy,,,,,,,,,4605
3386,Crime,Drama,,,,,,,,,4608
3387,Comedy,Crime,Mystery,Thriller,,,,,,,4610
3388,Crime,Drama,,,,,,,,,4611
3389,Drama,,,,,,,,,,4612
3390,Action,Comedy,Crime,,,,,,,,4613
3391,Action,,,,,,,,,,4614
3392,Drama,,,,,,,,,,4615
3393,Drama,,,,,,,,,,4616
3394,Comedy,,,,,,,,,,4617
3395,Comedy,,,,,,,,,,4619
3396,Comedy,Romance,,,,,,,,,4621
3397,Comedy,,,,,,,,,,4622
3398,Comedy,,,,,,,,,,4623
3399,Animation,Comedy,Musical,,,,,,,,4624
3400,Drama,Sci-Fi,Thriller,,,,,,,,4625
3401,Drama,Romance,Sci-Fi,,,,,,,,4626
3402,Comedy,Drama,,,,,,,,,4628
3403,Action,Crime,Thriller,,,,,,,,4629
3404,Action,,,,,,,,,,4630
3405,Action,Thriller,,,,,,,,,4632
3406,Adventure,Comedy,,,,,,,,,4634
3407,Action,Comedy,Drama,,,,,,,,4635
3408,Action,,,,,,,,,,4636
3409,Action,Adventure,Sci-Fi,Thriller,,,,,,,4638
3410,Comedy,Romance,,,,,,,,,4639
3411,Action,Crime,Thriller,,,,,,,,4640
3412,Comedy,Drama,,,,,,,,,4641
3413,Comedy,Drama,Musical,,,,,,,,4642
3414,Action,Adventure,Drama,Sci-Fi,,,,,,,4643
3415,Comedy,Drama,Romance,,,,,,,,4644
3416,Crime,Horror,Thriller,,,,,,,,4645
3417,Comedy,Drama,,,,,,,,,4646
3418,Comedy,,,,,,,,,,4649
3419,Adventure,Comedy,,,,,,,,,4653
3420,Action,Drama,,,,,,,,,4654
3421,Drama,Horror,Mystery,Thriller,,,,,,,4658
3422,Comedy,,,,,,,,,,4660
